CountryID,Year,Happiness.Rank,Happiness.Score,Family,Health..Life.Expectancy.,Economy..GDP.per.Capita.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual
70,2017,59,5.822000027,1.493149161,0.43772608,1.130776763,0.418271929,0.249924988,0.25927034,1.832909822
54,2017,60,5.818999767,1.384369016,0.606041551,1.28455627,0.437454283,0.201964423,0.119282886,1.784892559
66,2017,61,5.809999943,1.186303377,0.834647238,1.346911311,0.471203625,0.266845703,0.155353352,1.549157619
55,2017,62,5.757999897,1.452518821,0.790828228,1.341205955,0.572575808,0.242649093,0.045128979,1.313317299
58,2017,63,5.715000153,1.218770385,0.630166113,1.035225272,0.450002879,0.126819715,0.047049087,2.20726943
71,2017,64,5.629000187,1.20956099,0.638007462,1.189395547,0.491247326,0.360933751,0.042181555,1.697583914
67,2017,65,5.620999813,1.131363273,0.844714701,1.355938077,0.355111539,0.271254301,0.041237976,1.621249199
73,2017,66,5.611000061,1.4766711,0.695168316,1.32087934,0.47913143,0.098890811,0.183248922,1.357508659
59,2017,67,5.568999767,1.444945216,0.637714267,1.15655756,0.295400262,0.155137509,0.156313822,1.723232985
63,2017,68,5.525000095,1.35756433,0.52016902,1.101803064,0.46573323,0.152073666,0.09261021,1.835011244
76,2017,69,5.5,1.337753177,0.637605608,1.198274374,0.3007406,0.046693042,0.09967158,1.879277945
53,2017,70,5.493000031,1.50728488,0.579250693,0.932537317,0.473507792,0.224150658,0.091065913,1.68533349
72,2017,71,5.472000122,1.262790918,0.943062425,1.551674843,0.490968645,0.374465793,0.293933749,0.554633141
90,2017,72,5.429999828,1.253917575,0.468009055,0.857699215,0.585214674,0.193513423,0.099331893,1.972604752
87,2017,73,5.394999981,1.258189797,0.650784671,1.069317579,0.208715528,0.220125884,0.040903781,1.947084427
82,2017,74,5.335999966,1.239088893,0.604590058,0.991012394,0.418421149,0.17217046,0.119803272,1.791176558
104,2017,75,5.323999882,1.343133092,0.687763453,1.286011934,0.175863519,0.078401662,0.036636937,1.716459274
65,2017,76,5.31099987,1.368218064,0.641022384,0.925579309,0.474307239,0.233818337,0.055267781,1.612325668
62,2017,77,5.293000221,0.967983007,0.701288521,1.222556233,0.255772293,0.248002976,0.04310311,1.854492426
69,2017,78,5.278999805,1.137853503,0.54145205,0.951484382,0.260287941,0.319931448,0.057471618,2.010540724
84,2017,79,5.272999763,1.160837412,0.741415501,1.081165791,0.472787708,0.028806841,0.022794275,1.764938593
81,2017,80,5.269000053,0.67269069,0.402047783,0.726883531,0.235215262,0.315446019,0.124348067,2.79248929
74,2017,81,5.262000084,1.274444699,0.492345721,0.995538592,0.443323463,0.611704588,0.015317135,1.429476976
23,2017,82,5.25,1.431337595,0.617144227,1.128431201,0.153997123,0.06501963,0.064491123,1.789463758
83,2017,83,5.236999989,1.238376498,0.667464674,1.121129036,0.194989055,0.197911024,0.088174194,1.729191542
92,2017,84,5.235000134,0.774864435,0.597710669,0.878114581,0.408158332,0.032209955,0.087763183,2.456189394
80,2017,85,5.234000206,1.152400255,0.540775776,1.153601766,0.398155838,0.04526934,0.180987507,1.762481689
98,2017,86,5.230000019,1.402416706,0.574873745,1.079373837,0.552589834,0.18696785,0.113945253,1.31946516
102,2017,87,5.227000237,1.239414573,0.810198903,1.289487481,0.095731251,0,0.043289777,1.749221563
103,2017,88,5.224999905,1.129624248,0.735081077,1.074987531,0.288515985,0.264450759,0.03751383,1.695073843
88,2017,89,5.195000172,1.367043018,0.795843542,1.315175295,0.4984653,0.095102713,0.015869452,1.107682705
96,2017,90,5.18200016,1.069335938,0.705186307,0.982409418,0.204403177,0.328867495,0,1.892172575
105,2017,91,5.181000233,1.143944979,0.58256948,0.730573118,0.34807986,0.236188874,0.073345453,2.065811157
93,2017,92,5.175000191,1.207893014,0.644948184,1.064577937,0.325905979,0.253760964,0.060277794,1.617469311
160,2017,93,5.151000023,0.721151352,0.113989137,0.022643184,0.602126956,0.291631311,0.282410324,3.11748457
75,2017,94,5.073999882,1.277491331,0.652168989,0.788547575,0.571055591,0.234968051,0.087633237,1.462318659
78,2017,95,5.073999882,1.215770483,0.05691573,0.783756256,0.394952565,0.230947196,0.026121566,2.365390539
106,2017,96,5.040999889,1.271463275,0.529235125,0.524713635,0.471566707,0.248997644,0.146377146,1.84904933
79,2017,97,5.011000156,1.340126514,0.495879292,0.885416389,0.501537681,0.474054545,0.17338039,1.140184402
77,2017,98,5.004000187,1.394238591,0.553457797,0.596220076,0.454943389,0.428580374,0.039439179,1.536723137
121,2017,99,4.961999893,1.179283261,0.504130781,0.479820192,0.440305948,0.394096166,0.072975546,1.891241074
100,2017,100,4.954999924,1.493011236,0.557783484,1.027235866,0.394143969,0.33846423,0.032902289,1.111292362
113,2017,101,4.828999996,1.384788632,0.18708007,1.054698706,0.479246736,0.13936238,0.072509497,1.510908604
107,2017,102,4.804999828,0.86835146,0.613212049,1.007265806,0.28968069,0.049693357,0.086723149,1.89025116
108,2017,103,4.775000095,1.155647159,0.565666974,0.716249228,0.254711062,0.114173174,0.089282602,1.878890276
135,2017,104,4.735000134,0.997471392,0.520187259,0.989701807,0.282110155,0.128631443,0.114381365,1.702161074
134,2017,105,4.714000225,1.434379458,0.70821768,1.161459088,0.289231718,0.113177694,0.011051531,0.996139288
123,2017,106,4.709000111,0.984136045,0.005564754,0.368420929,0.318697691,0.293040901,0.071095176,2.668459892
133,2017,107,4.695000172,0.946018219,0.132892117,0.564305365,0.430388749,0.236298457,0.051306631,2.333645582
110,2017,108,4.691999912,0.711551249,0.639333189,1.156873107,0.249322608,0.387242913,0.048761073,1.498734951
95,2017,109,4.644000053,0.803685248,0.731159747,0.996192753,0.381498635,0.201312944,0.039864216,1.490441561
109,2017,110,4.607999802,0.735131741,0.533241034,0.586682975,0.478356659,0.172255352,0.123717859,1.978736162
162,2017,111,4.573999882,1.098470807,0.338611811,0.964434326,0.520303547,0.077133745,0.093146972,1.481890202
125,2017,112,4.552999973,1.067950726,0.30998835,0.560479462,0.452763766,0.444860309,0.064641319,1.651902199
94,2017,113,4.550000191,0.870701015,0.106654435,0.23430565,0.480791092,0.322228104,0.179436386,2.355650902
129,2017,114,4.545000076,1.123235941,0.397522569,0.36711055,0.514492035,0.838075161,0.188816205,1.115290403
142,2017,115,4.534999847,1.179691911,0.409362853,0.479309022,0.377922267,0.183468893,0.115460448,1.789646149
85,2017,116,4.513999939,1.003187299,0.257835895,0.636406779,0.461603492,0.249580145,0.07821355,1.826705456
112,2017,117,4.497000217,0.978613198,0.50118047,1.102710485,0.288555533,0.199637264,0.107215755,1.318907261
143,2017,118,4.465000153,1.155620217,0.356578588,1.198210239,0.312328577,0.043785378,0.076046787,1.322916269
122,2017,119,4.460000038,0.864669204,0.353409708,0.339233845,0.408842742,0.31265074,0.165455714,2.015743732
132,2017,120,4.440000057,1.259976387,0.625130832,1.009850144,0.561213255,0.490863562,0.073653966,0.419389248
127,2017,121,4.375999928,1.007483721,0.637524426,0.900596738,0.198303267,0.083488092,0.026674422,1.521499157
117,2017,122,4.315000057,0.754372597,0.455427617,0.792221248,0.469987005,0.231538489,0.092226885,1.519117117
124,2017,123,4.291999817,1.27203083,0.28534928,0.648457289,0.096098043,0.201870024,0.136957005,1.651637316
139,2017,124,4.290999889,0.832044363,0.289957434,0.808964252,0.435025871,0.120852128,0.079618134,1.724135637
130,2017,125,4.285999775,0.570614934,0.649546981,0.950612664,0.309410036,0.054008815,0.251666635,1.500137806
120,2017,126,4.28000021,1.229023457,0.191407025,0.092102349,0.235961348,0.246455833,0.060241356,2.224958658
138,2017,127,4.190000057,1.281473398,0.169365674,0.476180494,0.306613743,0.183354199,0.104970247,1.668190956
151,2017,128,4.179999828,0.90478003,0.04864217,0.603048921,0.447706193,0.20123747,0.130061775,1.844964266
145,2017,129,4.168000221,1.006238341,0.429783404,0.601765096,0.633375823,0.385922968,0.068105951,1.042941093
118,2017,130,4.138999939,1.21400857,0.290920824,0.659516692,0.014995855,0.182317451,0.08984752,1.68706584
114,2017,131,4.119999886,0.873664737,0.295637727,0.667224824,0.423026294,0.256923944,0.02533637,1.577867508
111,2017,132,4.096000195,1.394537568,0.575903952,0.894651949,0.122974776,0.270061463,0.023029471,0.814382315
141,2017,133,4.080999851,1.129827738,0.217632607,0.381430715,0.443185955,0.325766057,0.057069719,1.526362658
152,2017,134,4.032000065,1.043280005,0.215844259,0.350227714,0.324367851,0.250864685,0.120328106,1.727212906
144,2017,135,4.027999878,0.993025005,0.268505007,0.161925331,0.363658696,0.228673846,0.138572946,1.873983383
131,2017,136,3.970000029,0.512568831,0.315089583,0.233442038,0.466914654,0.28717047,0.072711654,2.081786156
149,2017,137,3.936000109,0.953855872,0.041134715,0.438012987,0.162342027,0.21611385,0.053581882,2.071238041
115,2017,138,3.875,1.083095908,0.196763754,0.375846535,0.336384207,0.189143494,0.095375381,1.597970247
97,2017,139,3.808000088,1.190095186,0,0.521021247,0.390661299,0.157497272,0.11909464,1.42983532
137,2017,140,3.795000076,1.10441196,0.049868666,0.85842818,0,0.09792649,0.069720335,1.614482403
153,2017,141,3.79399991,0.581543326,0.180746779,0.401477218,0.10617952,0.311870933,0.06115783,2.150801182
128,2017,142,3.766000032,1.221554995,0.341755509,1.122094154,0.505196333,0.099348448,0.098583199,0.377913713
155,2017,143,3.657000065,0.435299844,0.209930211,0.431085408,0.425962776,0.207948461,0.060929015,1.885630965
147,2017,144,3.644000053,0.913020372,0.375223309,0.305808693,0.189196765,0.20873253,0.067231975,1.584612608
119,2017,145,3.602999926,0.640449822,0.27732113,0.368610263,0.030369857,0.489203781,0.09987215,1.697167635
136,2017,146,3.592999935,0.935382247,0.310080916,0.591683447,0.249463722,0.104125209,0.056767423,1.345600605
163,2017,147,3.59100008,0.601323128,0.163486004,0.397248626,0.147062436,0.285670817,0.116793513,1.879567385
116,2017,148,3.532999992,0.872117937,0.229918197,0.119041793,0.332881182,0.266549885,0.038948249,1.673285961
150,2017,149,3.506999969,0.791244686,0.194129139,0.24454993,0.348587513,0.264815092,0.110937618,1.552311897
158,2017,150,3.494999886,0.43188253,0.247105569,0.305444717,0.380426139,0.196896151,0.095665015,1.837229252
154,2017,151,3.470999956,0.945707023,0.326424807,0.368745893,0.581843853,0.252756029,0.455220014,0.540061235
156,2017,152,3.461999893,0.396102607,0.500533342,0.777153134,0.081539445,0.493663728,0.151347131,1.061573505
146,2017,153,3.348999977,1.041989803,0.364509284,0.511135876,0.390017778,0.354256362,0.066035107,0.621130466
157,2017,154,2.904999971,0.629793584,0.151610792,0.091622569,0.059900753,0.204435185,0.084147945,1.683024168
148,2017,155,2.693000078,0,0.018772686,0,0.270842046,0.280876487,0.056565076,2.066004753
